image;firm;hard;solid;tough;fest;hart;schwer;prochniy;;;
sense;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
opposition;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
soul;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
world;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
woman;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
sand;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
job;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
opponent;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
movement;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
bed;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
money;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
style;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
decision;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
command;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
language;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
determination;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
heart;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
fact;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
character;firm;hard;solid;tough;fest;hart;schwer;;tverdiy;;
soil;firm;hard;solid;tough;fest;hart;schwer;;;zestkiy;
diagnosis;firm;hard;solid;tough;fest;hart;schwer;;;zestkiy;
tissue;firm;hard;solid;tough;fest;hart;schwer;;;zestkiy;
business;firm;hard;solid;tough;fest;hart;schwer;;;;
judgment;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
defense;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
discipline;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
rule;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
hand;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
principle;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
structure;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
barrier;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
market;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
knowledge;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;;
government;firm;hard;solid;tough;fest;hart;;prochniy;tverdiy;;
peace;firm;hard;solid;tough;fest;hart;;prochniy;;;
earth;firm;hard;solid;tough;fest;hart;;prochniy;;;
deposit;firm;hard;solid;tough;fest;hart;;prochniy;;;
area;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
statement;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
attitude;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
crust;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
element;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
consistency;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
nature;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
policy;firm;hard;solid;tough;fest;hart;;;tverdiy;zestkiy;
muscle;firm;hard;solid;tough;fest;hart;;;tverdiy;;
bone;firm;hard;solid;tough;fest;hart;;;tverdiy;;
version;firm;hard;solid;tough;fest;hart;;;;zestkiy;
method;firm;hard;solid;tough;fest;hart;;;;zestkiy;
event;firm;hard;solid;tough;fest;hart;;;;zestkiy;
treatment;firm;hard;solid;tough;fest;hart;;;;zestkiy;
acceptance;firm;hard;solid;tough;fest;hart;;;;;
application;firm;hard;solid;tough;fest;hart;;;;;
judgement;firm;hard;solid;tough;fest;hart;;;;;
texture;firm;hard;solid;tough;fest;hart;;;;;
faith;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
product;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
understanding;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
form;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
construction;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
piece;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
point;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
connection;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
step;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
ice;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;;
fabric;firm;hard;solid;tough;fest;;schwer;prochniy;tverdiy;;
cloth;firm;hard;solid;tough;fest;;schwer;prochniy;;zestkiy;
bridge;firm;hard;solid;tough;fest;;schwer;prochniy;;;
health;firm;hard;solid;tough;fest;;schwer;prochniy;;;
settlement;firm;hard;solid;tough;fest;;schwer;prochniy;;;
confidence;firm;hard;solid;tough;fest;;schwer;;tverdiy;;
mood;firm;hard;solid;tough;fest;;schwer;;tverdiy;;
tax;firm;hard;solid;tough;fest;;schwer;;tverdiy;;
appearance;firm;hard;solid;tough;fest;;schwer;;;zestkiy;
terrain;firm;hard;solid;tough;fest;;schwer;;;;
quality;firm;hard;solid;tough;fest;;schwer;;;;
constitution;firm;hard;solid;tough;fest;;schwer;;;;
territory;firm;hard;solid;tough;fest;;schwer;;;;
wall;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
place;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
protection;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
background;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
management;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
skeleton;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
relationship;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
concept;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
organization;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
tradition;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
conclusion;firm;hard;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
evidence;firm;hard;solid;tough;fest;;;prochniy;tverdiy;;
belief;firm;hard;solid;tough;fest;;;prochniy;tverdiy;;
commitment;firm;hard;solid;tough;fest;;;prochniy;tverdiy;;
agreement;firm;hard;solid;tough;fest;;;prochniy;tverdiy;;
composition;firm;hard;solid;tough;fest;;;prochniy;tverdiy;;
grip;firm;hard;solid;tough;fest;;;prochniy;;zestkiy;
bond;firm;hard;solid;tough;fest;;;prochniy;;zestkiy;
orientation;firm;hard;solid;tough;fest;;;prochniy;;zestkiy;
combination;firm;hard;solid;tough;fest;;;prochniy;;;
security;firm;hard;solid;tough;fest;;;prochniy;;;
medium;firm;hard;solid;tough;fest;;;prochniy;;;
mode;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
substrate;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
manner;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
level;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
distinction;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
seat;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
eye;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
approach;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
kind;firm;hard;solid;tough;fest;;;;tverdiy;zestkiy;
basis;firm;hard;solid;tough;fest;;;;tverdiy;;
loyalty;firm;hard;solid;tough;fest;;;;tverdiy;;
band;firm;hard;solid;tough;fest;;;;tverdiy;;
philosophy;firm;hard;solid;tough;fest;;;;tverdiy;;
recognition;firm;hard;solid;tough;fest;;;;tverdiy;;
assurance;firm;hard;solid;tough;fest;;;;tverdiy;;
union;firm;hard;solid;tough;fest;;;;tverdiy;;
courage;firm;hard;solid;tough;fest;;;;tverdiy;;
resolution;firm;hard;solid;tough;fest;;;;;zestkiy;
interpretation;firm;hard;solid;tough;fest;;;;;zestkiy;
title;firm;hard;solid;tough;fest;;;;;;
membrane;firm;hard;solid;tough;fest;;;;;;
standing;firm;hard;solid;tough;fest;;;;;;
mud;firm;hard;solid;tough;fest;;;;;;
coagulum;firm;hard;solid;tough;fest;;;;;;
tree;firm;hard;solid;tough;fest;;;;;;
declaration;firm;hard;solid;tough;fest;;;;;;
maintenance;firm;hard;solid;tough;fest;;;;;;
virtue;firm;hard;solid;tough;fest;;;;;;
party;firm;hard;solid;tough;fest;;;;;;
authority;firm;hard;solid;tough;fest;;;;;;
cost;firm;hard;solid;tough;fest;;;;;;
identity;firm;hard;solid;tough;fest;;;;;;
person;firm;hard;solid;tough;fest;;;;;;
defence;firm;hard;solid;tough;fest;;;;;;
perspective;firm;hard;solid;tough;fest;;;;;;
engagement;firm;hard;solid;tough;fest;;;;;;
dough;firm;hard;solid;tough;fest;;;;;;
framework;firm;hard;solid;tough;fest;;;;;;
credit;firm;hard;solid;tough;fest;;;;;;
context;firm;hard;solid;tough;fest;;;;;;
technique;firm;hard;solid;tough;fest;;;;;;
role;firm;hard;solid;tough;fest;;;;;;
action;firm;hard;solid;tough;;hart;schwer;prochniy;tverdiy;zestkiy;
fruit;firm;hard;solid;tough;;hart;schwer;prochniy;tverdiy;zestkiy;
court;firm;hard;solid;tough;;hart;schwer;prochniy;;;
meat;firm;hard;solid;tough;;hart;schwer;;tverdiy;zestkiy;
pressure;firm;hard;solid;tough;;hart;schwer;;tverdiy;zestkiy;
letter;firm;hard;solid;tough;;hart;schwer;;tverdiy;zestkiy;
patience;firm;hard;solid;tough;;hart;schwer;;;;
measure;firm;hard;solid;tough;;hart;;prochniy;tverdiy;zestkiy;
implementation;firm;hard;solid;tough;;hart;;prochniy;tverdiy;;
leadership;firm;hard;solid;tough;;hart;;prochniy;tverdiy;;
logic;firm;hard;solid;tough;;hart;;;tverdiy;zestkiy;
day;firm;hard;solid;tough;;hart;;;tverdiy;zestkiy;
brush;firm;hard;solid;tough;;hart;;;tverdiy;zestkiy;
rejection;firm;hard;solid;tough;;hart;;;tverdiy;zestkiy;
cheese;firm;hard;solid;tough;;hart;;;tverdiy;;
timber;firm;hard;solid;tough;;hart;;;;zestkiy;
assessment;firm;hard;solid;tough;;hart;;;;zestkiy;
suspension;firm;hard;solid;tough;;hart;;;;zestkiy;
information;firm;hard;solid;tough;;hart;;;;;
enforcement;firm;hard;solid;tough;;hart;;;;;
variety;firm;hard;solid;tough;;hart;;;;;
strength;firm;hard;solid;tough;;hart;;;;;
regime;firm;hard;solid;tough;;hart;;;;;
chain;firm;hard;solid;tough;;;schwer;prochniy;tverdiy;zestkiy;
nerve;firm;hard;solid;tough;;;schwer;;tverdiy;;
picture;firm;hard;solid;tough;;;schwer;;;zestkiy;
book;firm;hard;solid;tough;;;schwer;;;;
police;firm;hard;solid;tough;;;schwer;;;;
mouth;firm;hard;solid;tough;;;;prochniy;tverdiy;zestkiy;
fiber;firm;hard;solid;tough;;;;prochniy;tverdiy;zestkiy;
definition;firm;hard;solid;tough;;;;prochniy;tverdiy;zestkiy;
growth;firm;hard;solid;tough;;;;prochniy;tverdiy;;
reputation;firm;hard;solid;tough;;;;prochniy;tverdiy;;
confirmation;firm;hard;solid;tough;;;;prochniy;tverdiy;;
habit;firm;hard;solid;tough;;;;prochniy;tverdiy;;
fashion;firm;hard;solid;tough;;;;prochniy;;zestkiy;
stuff;firm;hard;solid;tough;;;;prochniy;;zestkiy;
leather;firm;hard;solid;tough;;;;prochniy;;;
cement;firm;hard;solid;tough;;;;prochniy;;;
turf;firm;hard;solid;tough;;;;prochniy;;;
marriage;firm;hard;solid;tough;;;;prochniy;;;
envelope;firm;hard;solid;tough;;;;;tverdiy;zestkiy;
demand;firm;hard;solid;tough;;;;;tverdiy;zestkiy;
note;firm;hard;solid;tough;;;;;tverdiy;zestkiy;
jaw;firm;hard;solid;tough;;;;;tverdiy;;
tone;firm;hard;solid;tough;;;;;tverdiy;;
packing;firm;hard;solid;tough;;;;;tverdiy;;
defender;firm;hard;solid;tough;;;;;tverdiy;;
mixture;firm;hard;solid;tough;;;;;tverdiy;;
knot;firm;hard;solid;tough;;;;;;zestkiy;
bargaining;firm;hard;solid;tough;;;;;;zestkiy;
administration;firm;hard;solid;tough;;;;;;zestkiy;
response;firm;hard;solid;tough;;;;;;zestkiy;
spirit;firm;hard;solid;tough;;;;;;zestkiy;
touch;firm;hard;solid;tough;;;;;;zestkiy;
spring;firm;hard;solid;tough;;;;;;zestkiy;
land;firm;hard;solid;tough;;;;;;zestkiy;
pattern;firm;hard;solid;tough;;;;;;zestkiy;
age;firm;hard;solid;tough;;;;;;zestkiy;
mold;firm;hard;solid;tough;;;;;;;
fibre;firm;hard;solid;tough;;;;;;;
bit;firm;hard;solid;tough;;;;;;;
closing;firm;hard;solid;tough;;;;;;;
practicality;firm;hard;solid;tough;;;;;;;
friend;firm;hard;solid;tough;;;;;;;
demeanor;firm;hard;solid;tough;;;;;;;
stratum;firm;hard;solid;tough;;;;;;;
realization;firm;hard;solid;tough;;;;;;;
buyer;firm;hard;solid;tough;;;;;;;
pill;firm;hard;solid;tough;;;;;;;
reply;firm;hard;solid;tough;;;;;;;
perseverance;firm;hard;solid;tough;;;;;;;
card;firm;hard;solid;tough;;;;;;;
proposition;firm;hard;solid;tough;;;;;;;
ego;firm;hard;solid;tough;;;;;;;
cable;firm;hard;solid;tough;;;;;;;
nucleus;firm;hard;solid;tough;;;;;;;
portion;firm;hard;solid;tough;;;;;;;
research;firm;hard;solid;tough;;;;;;;
class;firm;hard;solid;tough;;;;;;;
intelligence;firm;hard;solid;tough;;;;;;;
aspect;firm;hard;solid;tough;;;;;;;
enemy;firm;hard;solid;tough;;;;;;;
pulp;firm;hard;solid;tough;;;;;;;
notion;firm;hard;solid;tough;;;;;;;
consistence;firm;hard;solid;tough;;;;;;;
stance;firm;hard;solid;tough;;;;;;;
egg;firm;hard;solid;tough;;;;;;;
fish;firm;hard;solid;tough;;;;;;;
integrity;firm;hard;solid;tough;;;;;;;
wisdom;firm;hard;solid;tough;;;;;;;
today;firm;hard;solid;tough;;;;;;;
roof;firm;hard;solid;;fest;hart;schwer;prochniy;;zestkiy;
separation;firm;hard;solid;;fest;hart;schwer;prochniy;;zestkiy;
rhythm;firm;hard;solid;;fest;hart;schwer;;tverdiy;zestkiy;
reason;firm;hard;solid;;fest;hart;schwer;;;;
opinion;firm;hard;solid;;fest;hart;;prochniy;tverdiy;zestkiy;
conviction;firm;hard;solid;;fest;hart;;;tverdiy;;
contour;firm;hard;solid;;fest;hart;;;tverdiy;;
mattress;firm;hard;solid;;fest;hart;;;;zestkiy;
manhood;firm;hard;solid;;fest;hart;;;;;
foundation;firm;hard;solid;;fest;;schwer;prochniy;tverdiy;zestkiy;
trust;firm;hard;solid;;fest;;schwer;prochniy;tverdiy;;
status;firm;hard;solid;;fest;;schwer;prochniy;tverdiy;;
affection;firm;hard;solid;;fest;;schwer;prochniy;;;
interest;firm;hard;solid;;fest;;schwer;prochniy;;;
emphasis;firm;hard;solid;;fest;;schwer;prochniy;;;
contemplation;firm;hard;solid;;fest;;schwer;;;;
platform;firm;hard;solid;;fest;;;prochniy;tverdiy;zestkiy;
stability;firm;hard;solid;;fest;;;prochniy;tverdiy;;
direction;firm;hard;solid;;fest;;;prochniy;tverdiy;;
justification;firm;hard;solid;;fest;;;prochniy;tverdiy;;
attachment;firm;hard;solid;;fest;;;prochniy;;zestkiy;
possession;firm;hard;solid;;fest;;;prochniy;;;
purpose;firm;hard;solid;;fest;;;prochniy;;;
comfort;firm;hard;solid;;fest;;;prochniy;;;
mastery;firm;hard;solid;;fest;;;prochniy;;;
freedom;firm;hard;solid;;fest;;;prochniy;;;
fixation;firm;hard;solid;;fest;;;;tverdiy;zestkiy;
certainty;firm;hard;solid;;fest;;;;tverdiy;zestkiy;
linkage;firm;hard;solid;;fest;;;;tverdiy;;
handshake;firm;hard;solid;;fest;;;;tverdiy;;
relation;firm;hard;solid;;fest;;;;;;
assertion;firm;hard;solid;;fest;;;;;;
compression;firm;hard;solid;;fest;;;;;;
boundary;firm;hard;solid;;fest;;;;;;
contraction;firm;hard;solid;;fest;;;;;;
indication;firm;hard;solid;;fest;;;;;;
analogy;firm;hard;solid;;fest;;;;;;
maxim;firm;hard;solid;;fest;;;;;;
attention;firm;hard;solid;;fest;;;;;;
tendency;firm;hard;solid;;fest;;;;;;
tension;firm;hard;solid;;;hart;schwer;;;;
pencil;firm;hard;solid;;;hart;;;tverdiy;zestkiy;
believer;firm;hard;solid;;;hart;;;;;
persuasion;firm;hard;solid;;;hart;;;;;
proof;firm;hard;solid;;;;schwer;prochniy;tverdiy;;
dependence;firm;hard;solid;;;;schwer;;tverdiy;;
stroke;firm;hard;solid;;;;schwer;;tverdiy;;
presence;firm;hard;solid;;;;schwer;;;;
dominion;firm;hard;solid;;;;;prochniy;;;
conquest;firm;hard;solid;;;;;prochniy;;;
push;firm;hard;solid;;;;;;tverdiy;zestkiy;
awareness;firm;hard;solid;;;;;;tverdiy;;
dedication;firm;hard;solid;;;;;;tverdiy;;
gait;firm;hard;solid;;;;;;tverdiy;;
supporter;firm;hard;solid;;;;;;tverdiy;;
intention;firm;hard;solid;;;;;;tverdiy;;
articulation;firm;hard;solid;;;;;;;zestkiy;
substratum;firm;hard;solid;;;;;;;;
erection;firm;hard;solid;;;;;;;;
prediction;firm;hard;solid;;;;;;;;
productivity;firm;hard;solid;;;;;;;;
devotion;firm;hard;solid;;;;;;;;
tenure;firm;hard;solid;;;;;;;;
fulcrum;firm;hard;solid;;;;;;;;
thump;firm;hard;solid;;;;;;;;
bedrock;firm;hard;solid;;;;;;;;
groundwork;firm;hard;solid;;;;;;;;
fidelity;firm;hard;solid;;;;;;;;
identification;firm;hard;solid;;;;;;;;
bass;firm;hard;solid;;;;;;;;
mould;firm;hard;solid;;;;;;;;
degree;firm;hard;solid;;;;;;;;
conception;firm;hard;solid;;;;;;;;
access;firm;hard;solid;;;;;;;;
footstep;firm;hard;solid;;;;;;;;
impulse;firm;hard;solid;;;;;;;;
constancy;firm;hard;solid;;;;;;;;
wrist;firm;hard;solid;;;;;;;;
explanation;firm;hard;solid;;;;;;;;
input;firm;hard;solid;;;;;;;;
face;firm;hard;;tough;fest;hart;schwer;;tverdiy;zestkiy;
edge;firm;hard;;tough;fest;hart;;;tverdiy;zestkiy;
plank;firm;hard;;tough;fest;hart;;;;;
figure;firm;hard;;tough;fest;;schwer;;tverdiy;zestkiy;
flesh;firm;hard;;tough;fest;;;;tverdiy;;
cast;firm;hard;;tough;fest;;;;;;
repression;firm;hard;;tough;;hart;schwer;;;zestkiy;
regulation;firm;hard;;tough;;hart;;;tverdiy;zestkiy;
breast;firm;hard;;tough;;hart;;;;;
rider;firm;hard;;tough;;;schwer;;;;
list;firm;hard;;tough;;;;;tverdiy;zestkiy;
temper;firm;hard;;tough;;;;;tverdiy;zestkiy;
spot;firm;hard;;tough;;;;;tverdiy;;
insistence;firm;hard;;tough;;;;;tverdiy;;
tenacity;firm;hard;;tough;;;;;;;
curd;firm;hard;;tough;;;;;;;
bottom;firm;hard;;;fest;hart;;;tverdiy;zestkiy;
gravel;firm;hard;;;fest;hart;;;;;
throne;firm;hard;;;fest;;;prochniy;;;
severity;firm;hard;;;;;schwer;;;;
pillow;firm;hard;;;;;;;tverdiy;zestkiy;
shore;firm;hard;;;;;;;tverdiy;;
wish;firm;hard;;;;;;;tverdiy;;
crest;firm;hard;;;;;;;;;
assent;firm;hard;;;;;;;;;
lettuce;firm;hard;;;;;;;;;
delineation;firm;hard;;;;;;;;;
tofu;firm;hard;;;;;;;;;
scar;firm;;solid;tough;fest;hart;schwer;prochniy;tverdiy;;
head;firm;;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
accent;firm;;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
shape;firm;;solid;tough;fest;hart;schwer;;tverdiy;zestkiy;
control;firm;;solid;tough;fest;hart;;prochniy;tverdiy;zestkiy;
guide;firm;;solid;tough;fest;hart;;;tverdiy;zestkiy;
chin;firm;;solid;tough;fest;hart;;;tverdiy;;
charge;firm;;solid;tough;fest;hart;;;;zestkiy;
cake;firm;;solid;tough;fest;hart;;;;;
frame;firm;;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
leg;firm;;solid;tough;fest;;schwer;prochniy;tverdiy;zestkiy;
thread;firm;;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
ring;firm;;solid;tough;fest;;;prochniy;tverdiy;zestkiy;
integration;firm;;solid;tough;fest;;;prochniy;;zestkiy;
price;firm;;solid;tough;fest;;;;tverdiy;zestkiy;
plan;firm;;solid;tough;fest;;;;tverdiy;zestkiy;
foam;firm;;solid;tough;fest;;;;tverdiy;zestkiy;
promise;firm;;solid;tough;fest;;;;tverdiy;;
arm;firm;;solid;tough;fest;;;;;zestkiy;
clot;firm;;solid;tough;fest;;;;;;
adherence;firm;;solid;tough;fest;;;;;;
side;firm;;solid;tough;;hart;schwer;;tverdiy;zestkiy;
voice;firm;;solid;tough;;hart;schwer;;tverdiy;zestkiy;
sanction;firm;;solid;tough;;hart;schwer;;;zestkiy;
foot;firm;;solid;tough;;;schwer;;;;
love;firm;;solid;tough;;;;prochniy;tverdiy;;
check;firm;;solid;tough;;;;prochniy;;;
posture;firm;;solid;tough;;;;;tverdiy;;
self;firm;;solid;tough;;;;;;;
ass;firm;;solid;tough;;;;;;;
league;firm;;solid;tough;;;;;;;
champion;firm;;solid;tough;;;;;;;
sponge;firm;;solid;tough;;;;;;;
countenance;firm;;solid;tough;;;;;;;
advocate;firm;;solid;tough;;;;;;;
battalion;firm;;solid;tough;;;;;;;
guard;firm;;solid;tough;;;;;;;
claim;firm;;solid;;fest;hart;schwer;;;zestkiy;
will;firm;;solid;;fest;hart;;;tverdiy;zestkiy;
adhesion;firm;;solid;;fest;;schwer;prochniy;;;
association;firm;;solid;;fest;;schwer;prochniy;;;
solidarity;firm;;solid;;fest;;;prochniy;tverdiy;;
friendship;firm;;solid;;fest;;;prochniy;tverdiy;;
trend;firm;;solid;;fest;;;prochniy;tverdiy;;
establishment;firm;;solid;;fest;;;prochniy;tverdiy;;
consolidation;firm;;solid;;fest;;;prochniy;;zestkiy;
bulwark;firm;;solid;;fest;;;prochniy;;;
tower;firm;;solid;;fest;;;prochniy;;;
cooperation;firm;;solid;;fest;;;prochniy;;;
purchase;firm;;solid;;fest;;;prochniy;;;
alliance;firm;;solid;;fest;;;prochniy;;;
cohesion;firm;;solid;;fest;;;prochniy;;;
bastion;firm;;solid;;fest;;;prochniy;;;
focus;firm;;solid;;fest;;;;tverdiy;zestkiy;
anchorage;firm;;solid;;fest;;;;;;
outline;firm;;solid;;fest;;;;;;
coagulation;firm;;solid;;fest;;;;;;
retention;firm;;solid;;fest;;;;;;
chronology;firm;;solid;;fest;;;;;;
origin;firm;;solid;;fest;;;;;;
entrenchment;firm;;solid;;fest;;;;;;
pledge;firm;;solid;;fest;;;;;;
insertion;firm;;solid;;fest;;;;;;
stay;firm;;solid;;fest;;;;;;
expectation;firm;;solid;;fest;;;;;;
hold;firm;;solid;;;;;prochniy;tverdiy;;
unity;firm;;solid;;;;;prochniy;tverdiy;;
consensus;firm;;solid;;;;;prochniy;;;
anchor;firm;;solid;;;;;prochniy;;;
foothold;firm;;solid;;;;;prochniy;;;
reliance;firm;;solid;;;;;;tverdiy;;
clutch;firm;;solid;;;;;;;zestkiy;
stool;firm;;solid;;;;;;;zestkiy;
pedestal;firm;;solid;;;;;;;;
comprehension;firm;;solid;;;;;;;;
footing;firm;;solid;;;;;;;;
rationale;firm;;solid;;;;;;;;
mush;firm;;solid;;;;;;;;
stronghold;firm;;solid;;;;;;;;
organisation;firm;;solid;;;;;;;;
fellowship;firm;;solid;;;;;;;;
connexion;firm;;solid;;;;;;;;
